ID,DATA,CLIENTE,PRODUTO,CATEGORIA,QUANTIDADE,PRECO_UNITARIO,DESCONTO_PERCENTUAL,FORMA_PAGAMENTO,CIDADE,ESTADO,STATUS
570,2024-07-11,CLIENTE_0570,PRODUTO_031,CATEGORIA_07,1,316.40,20,BOLETO,CIDADE_11,UF04,PAGO
571,2025-08-12,CLIENTE_0571,PRODUTO_032,CATEGORIA_08,2,317.77,21,CARTAO_DEBITO,CIDADE_12,UF05,PENDENTE
572,2026-09-13,CLIENTE_0572,PRODUTO_033,CATEGORIA_09,3,319.14,22,CARTAO_CREDITO,CIDADE_13,UF06,CANCELADO
573,2024-10-14,CLIENTE_0573,PRODUTO_034,CATEGORIA_10,4,320.51,23,PIX,CIDADE_14,UF07,PAGO
574,2025-11-15,CLIENTE_0574,PRODUTO_035,CATEGORIA_11,5,321.88,24,BOLETO,CIDADE_15,UF08,PENDENTE
575,2026-12-16,CLIENTE_0575,PRODUTO_036,CATEGORIA_12,6,323.25,0,CARTAO_DEBITO,CIDADE_16,UF09,CANCELADO
576,2024-01-17,CLIENTE_0576,PRODUTO_037,CATEGORIA_01,7,324.62,1,CARTAO_CREDITO,CIDADE_17,UF10,PAGO
577,2025-02-18,CLIENTE_0577,PRODUTO_038,CATEGORIA_02,8,325.99,2,PIX,CIDADE_18,UF11,PENDENTE
578,2026-03-19,CLIENTE_0578,PRODUTO_039,CATEGORIA_03,9,327.36,3,BOLETO,CIDADE_19,UF12,CANCELADO
579,2024-04-20,CLIENTE_0579,PRODUTO_040,CATEGORIA_04,10,328.73,4,CARTAO_DEBITO,CIDADE_20,UF13,PAGO
580,2025-05-21,CLIENTE_0580,PRODUTO_041,CATEGORIA_05,1,330.10,5,CARTAO_CREDITO,CIDADE_21,UF14,PENDENTE
581,2026-06-22,CLIENTE_0581,PRODUTO_042,CATEGORIA_06,2,331.47,6,PIX,CIDADE_22,UF15,CANCELADO
582,2024-07-23,CLIENTE_0582,PRODUTO_043,CATEGORIA_07,3,332.84,7,BOLETO,CIDADE_23,UF16,PAGO
583,2025-08-24,CLIENTE_0583,PRODUTO_044,CATEGORIA_08,4,334.21,8,CARTAO_DEBITO,CIDADE_24,UF17,PENDENTE
584,2026-09-25,CLIENTE_0584,PRODUTO_045,CATEGORIA_09,5,335.58,9,CARTAO_CREDITO,CIDADE_25,UF18,CANCELADO
585,2024-10-26,CLIENTE_0585,PRODUTO_046,CATEGORIA_10,6,336.95,10,PIX,CIDADE_26,UF19,PAGO
586,2025-11-27,CLIENTE_0586,PRODUTO_047,CATEGORIA_11,7,338.32,11,BOLETO,CIDADE_27,UF20,PENDENTE
587,2026-12-28,CLIENTE_0587,PRODUTO_048,CATEGORIA_12,8,339.69,12,CARTAO_DEBITO,CIDADE_28,UF21,CANCELADO
588,2024-01-01,CLIENTE_0588,PRODUTO_049,CATEGORIA_01,9,341.06,13,CARTAO_CREDITO,CIDADE_29,UF22,PAGO
589,2025-02-02,CLIENTE_0589,PRODUTO_050,CATEGORIA_02,10,342.43,14,PIX,CIDADE_30,UF23,PENDENTE
590,2026-03-03,CLIENTE_0590,PRODUTO_051,CATEGORIA_03,1,343.80,15,BOLETO,CIDADE_31,UF24,CANCELADO
591,2024-04-04,CLIENTE_0591,PRODUTO_052,CATEGORIA_04,2,345.17,16,CARTAO_DEBITO,CIDADE_32,UF25,PAGO
592,2025-05-05,CLIENTE_0592,PRODUTO_053,CATEGORIA_05,3,346.54,17,CARTAO_CREDITO,CIDADE_33,UF26,PENDENTE
593,2026-06-06,CLIENTE_0593,PRODUTO_054,CATEGORIA_06,4,347.91,18,PIX,CIDADE_34,UF27,CANCELADO
594,2024-07-07,CLIENTE_0594,PRODUTO_055,CATEGORIA_07,5,349.28,19,BOLETO,CIDADE_35,UF01,PAGO
595,2025-08-08,CLIENTE_0595,PRODUTO_056,CATEGORIA_08,6,350.65,20,CARTAO_DEBITO,CIDADE_36,UF02,PENDENTE
596,2026-09-09,CLIENTE_0596,PRODUTO_057,CATEGORIA_09,7,352.02,21,CARTAO_CREDITO,CIDADE_37,UF03,CANCELADO
597,2024-10-10,CLIENTE_0597,PRODUTO_058,CATEGORIA_10,8,353.39,22,PIX,CIDADE_38,UF04,PAGO
598,2025-11-11,CLIENTE_0598,PRODUTO_059,CATEGORIA_11,9,354.76,23,BOLETO,CIDADE_39,UF05,PENDENTE
599,2026-12-12,CLIENTE_0599,PRODUTO_060,CATEGORIA_12,10,356.13,24,CARTAO_DEBITO,CIDADE_40,UF06,CANCELADO
600,2024-01-13,CLIENTE_0600,PRODUTO_061,CATEGORIA_01,1,357.50,0,CARTAO_CREDITO,CIDADE_01,UF07,PAGO
601,2025-02-14,CLIENTE_0601,PRODUTO_062,CATEGORIA_02,2,358.87,1,PIX,CIDADE_02,UF08,PENDENTE
602,2026-03-15,CLIENTE_0602,PRODUTO_063,CATEGORIA_03,3,360.24,2,BOLETO,CIDADE_03,UF09,CANCELADO
603,2024-04-16,CLIENTE_0603,PRODUTO_064,CATEGORIA_04,4,361.61,3,CARTAO_DEBITO,CIDADE_04,UF10,PAGO
604,2025-05-17,CLIENTE_0604,PRODUTO_065,CATEGORIA_05,5,362.98,4,CARTAO_CREDITO,CIDADE_05,UF11,PENDENTE
605,2026-06-18,CLIENTE_0605,PRODUTO_066,CATEGORIA_06,6,364.35,5,PIX,CIDADE_06,UF12,CANCELADO
606,2024-07-19,CLIENTE_0606,PRODUTO_067,CATEGORIA_07,7,365.72,6,BOLETO,CIDADE_07,UF13,PAGO
607,2025-08-20,CLIENTE_0607,PRODUTO_068,CATEGORIA_08,8,367.09,7,CARTAO_DEBITO,CIDADE_08,UF14,PENDENTE
608,2026-09-21,CLIENTE_0608,PRODUTO_069,CATEGORIA_09,9,368.46,8,CARTAO_CREDITO,CIDADE_09,UF15,CANCELADO
609,2024-10-22,CLIENTE_0609,PRODUTO_070,CATEGORIA_10,10,369.83,9,PIX,CIDADE_10,UF16,PAGO
610,2025-11-23,CLIENTE_0610,PRODUTO_071,CATEGORIA_11,1,371.20,10,BOLETO,CIDADE_11,UF17,PENDENTE
611,2026-12-24,CLIENTE_0611,PRODUTO_072,CATEGORIA_12,2,372.57,11,CARTAO_DEBITO,CIDADE_12,UF18,CANCELADO
612,2024-01-25,CLIENTE_0612,PRODUTO_073,CATEGORIA_01,3,373.94,12,CARTAO_CREDITO,CIDADE_13,UF19,PAGO
613,2025-02-26,CLIENTE_0613,PRODUTO_074,CATEGORIA_02,4,375.31,13,PIX,CIDADE_14,UF20,PENDENTE
614,2026-03-27,CLIENTE_0614,PRODUTO_075,CATEGORIA_03,5,376.68,14,BOLETO,CIDADE_15,UF21,CANCELADO
615,2024-04-28,CLIENTE_0615,PRODUTO_076,CATEGORIA_04,6,378.05,15,CARTAO_DEBITO,CIDADE_16,UF22,PAGO
616,2025-05-01,CLIENTE_0616,PRODUTO_077,CATEGORIA_05,7,379.42,16,CARTAO_CREDITO,CIDADE_17,UF23,PENDENTE
617,2026-06-02,CLIENTE_0617,PRODUTO_078,CATEGORIA_06,8,380.79,17,PIX,CIDADE_18,UF24,CANCELADO
618,2024-07-03,CLIENTE_0618,PRODUTO_079,CATEGORIA_07,9,382.16,18,BOLETO,CIDADE_19,UF25,PAGO
619,2025-08-04,CLIENTE_0619,PRODUTO_080,CATEGORIA_08,10,383.53,19,CARTAO_DEBITO,CIDADE_20,UF26,PENDENTE
620,2026-09-05,CLIENTE_0620,PRODUTO_081,CATEGORIA_09,1,384.90,20,CARTAO_CREDITO,CIDADE_21,UF27,CANCELADO
621,2024-10-06,CLIENTE_0621,PRODUTO_082,CATEGORIA_10,2,386.27,21,PIX,CIDADE_22,UF01,PAGO
622,2025-11-07,CLIENTE_0622,PRODUTO_083,CATEGORIA_11,3,387.64,22,BOLETO,CIDADE_23,UF02,PENDENTE
623,2026-12-08,CLIENTE_0623,PRODUTO_084,CATEGORIA_12,4,389.01,23,CARTAO_DEBITO,CIDADE_24,UF03,CANCELADO
624,2024-01-09,CLIENTE_0624,PRODUTO_085,CATEGORIA_01,5,390.38,24,CARTAO_CREDITO,CIDADE_25,UF04,PAGO
625,2025-02-10,CLIENTE_0625,PRODUTO_086,CATEGORIA_02,6,391.75,0,PIX,CIDADE_26,UF05,PENDENTE
626,2026-03-11,CLIENTE_0626,PRODUTO_087,CATEGORIA_03,7,393.12,1,BOLETO,CIDADE_27,UF06,CANCELADO
627,2024-04-12,CLIENTE_0627,PRODUTO_088,CATEGORIA_04,8,394.49,2,CARTAO_DEBITO,CIDADE_28,UF07,PAGO
628,2025-05-13,CLIENTE_0628,PRODUTO_089,CATEGORIA_05,9,395.86,3,CARTAO_CREDITO,CIDADE_29,UF08,PENDENTE
629,2026-06-14,CLIENTE_0629,PRODUTO_090,CATEGORIA_06,10,397.23,4,PIX,CIDADE_30,UF09,CANCELADO
630,2024-07-15,CLIENTE_0630,PRODUTO_091,CATEGORIA_07,1,398.60,5,BOLETO,CIDADE_31,UF10,PAGO
631,2025-08-16,CLIENTE_0631,PRODUTO_092,CATEGORIA_08,2,399.97,6,CARTAO_DEBITO,CIDADE_32,UF11,PENDENTE
632,2026-09-17,CLIENTE_0632,PRODUTO_093,CATEGORIA_09,3,401.34,7,CARTAO_CREDITO,CIDADE_33,UF12,CANCELADO
633,2024-10-18,CLIENTE_0633,PRODUTO_094,CATEGORIA_10,4,402.71,8,PIX,CIDADE_34,UF13,PAGO
634,2025-11-19,CLIENTE_0634,PRODUTO_095,CATEGORIA_11,5,404.08,9,BOLETO,CIDADE_35,UF14,PENDENTE
635,2026-12-20,CLIENTE_0635,PRODUTO_096,CATEGORIA_12,6,405.45,10,CARTAO_DEBITO,CIDADE_36,UF15,CANCELADO
636,2024-01-21,CLIENTE_0636,PRODUTO_097,CATEGORIA_01,7,406.82,11,CARTAO_CREDITO,CIDADE_37,UF16,PAGO
637,2025-02-22,CLIENTE_0637,PRODUTO_098,CATEGORIA_02,8,408.19,12,PIX,CIDADE_38,UF17,PENDENTE
638,2026-03-23,CLIENTE_0638,PRODUTO_099,CATEGORIA_03,9,409.56,13,BOLETO,CIDADE_39,UF18,CANCELADO
639,2024-04-24,CLIENTE_0639,PRODUTO_100,CATEGORIA_04,10,410.93,14,CARTAO_DEBITO,CIDADE_40,UF19,PAGO
640,2025-05-25,CLIENTE_0640,PRODUTO_101,CATEGORIA_05,1,412.30,15,CARTAO_CREDITO,CIDADE_01,UF20,PENDENTE
641,2026-06-26,CLIENTE_0641,PRODUTO_102,CATEGORIA_06,2,413.67,16,PIX,CIDADE_02,UF21,CANCELADO
642,2024-07-27,CLIENTE_0642,PRODUTO_103,CATEGORIA_07,3,415.04,17,BOLETO,CIDADE_03,UF22,PAGO
643,2025-08-28,CLIENTE_0643,PRODUTO_104,CATEGORIA_08,4,416.41,18,CARTAO_DEBITO,CIDADE_04,UF23,PENDENTE
644,2026-09-01,CLIENTE_0644,PRODUTO_105,CATEGORIA_09,5,417.78,19,CARTAO_CREDITO,CIDADE_05,UF24,CANCELADO
645,2024-10-02,CLIENTE_0645,PRODUTO_106,CATEGORIA_10,6,419.15,20,PIX,CIDADE_06,UF25,PAGO
646,2025-11-03,CLIENTE_0646,PRODUTO_107,CATEGORIA_11,7,420.52,21,BOLETO,CIDADE_07,UF26,PENDENTE
647,2026-12-04,CLIENTE_0647,PRODUTO_108,CATEGORIA_12,8,421.89,22,CARTAO_DEBITO,CIDADE_08,UF27,CANCELADO
648,2024-01-05,CLIENTE_0648,PRODUTO_109,CATEGORIA_01,9,423.26,23,CARTAO_CREDITO,CIDADE_09,UF01,PAGO
649,2025-02-06,CLIENTE_0649,PRODUTO_110,CATEGORIA_02,10,424.63,24,PIX,CIDADE_10,UF02,PENDENTE
650,2026-03-07,CLIENTE_0650,PRODUTO_111,CATEGORIA_03,1,426.00,0,BOLETO,CIDADE_11,UF03,CANCELADO
651,2024-04-08,CLIENTE_0651,PRODUTO_112,CATEGORIA_04,2,427.37,1,CARTAO_DEBITO,CIDADE_12,UF04,PAGO
652,2025-05-09,CLIENTE_0652,PRODUTO_113,CATEGORIA_05,3,428.74,2,CARTAO_CREDITO,CIDADE_13,UF05,PENDENTE
653,2026-06-10,CLIENTE_0653,PRODUTO_114,CATEGORIA_06,4,430.11,3,PIX,CIDADE_14,UF06,CANCELADO
654,2024-07-11,CLIENTE_0654,PRODUTO_115,CATEGORIA_07,5,431.48,4,BOLETO,CIDADE_15,UF07,PAGO
655,2025-08-12,CLIENTE_0655,PRODUTO_116,CATEGORIA_08,6,432.85,5,CARTAO_DEBITO,CIDADE_16,UF08,PENDENTE
656,2026-09-13,CLIENTE_0656,PRODUTO_117,CATEGORIA_09,7,434.22,6,CARTAO_CREDITO,CIDADE_17,UF09,CANCELADO
657,2024-10-14,CLIENTE_0657,PRODUTO_118,CATEGORIA_10,8,435.59,7,PIX,CIDADE_18,UF10,PAGO
658,2025-11-15,CLIENTE_0658,PRODUTO_119,CATEGORIA_11,9,436.96,8,BOLETO,CIDADE_19,UF11,PENDENTE
659,2026-12-16,CLIENTE_0659,PRODUTO_120,CATEGORIA_12,10,438.33,9,CARTAO_DEBITO,CIDADE_20,UF12,CANCELADO
660,2024-01-17,CLIENTE_0660,PRODUTO_121,CATEGORIA_01,1,439.70,10,CARTAO_CREDITO,CIDADE_21,UF13,PAGO
661,2025-02-18,CLIENTE_0661,PRODUTO_122,CATEGORIA_02,2,441.07,11,PIX,CIDADE_22,UF14,PENDENTE
662,2026-03-19,CLIENTE_0662,PRODUTO_123,CATEGORIA_03,3,442.44,12,BOLETO,CIDADE_23,UF15,CANCELADO
663,2024-04-20,CLIENTE_0663,PRODUTO_124,CATEGORIA_04,4,443.81,13,CARTAO_DEBITO,CIDADE_24,UF16,PAGO
664,2025-05-21,CLIENTE_0664,PRODUTO_125,CATEGORIA_05,5,445.18,14,CARTAO_CREDITO,CIDADE_25,UF17,PENDENTE
665,2026-06-22,CLIENTE_0665,PRODUTO_126,CATEGORIA_06,6,446.55,15,PIX,CIDADE_26,UF18,CANCELADO
666,2024-07-23,CLIENTE_0666,PRODUTO_127,CATEGORIA_07,7,447.92,16,BOLETO,CIDADE_27,UF19,PAGO
667,2025-08-24,CLIENTE_0667,PRODUTO_128,CATEGORIA_08,8,449.29,17,CARTAO_DEBITO,CIDADE_28,UF20,PENDENTE
668,2026-09-25,CLIENTE_0668,PRODUTO_129,CATEGORIA_09,9,450.66,18,CARTAO_CREDITO,CIDADE_29,UF21,CANCELADO
669,2024-10-26,CLIENTE_0669,PRODUTO_130,CATEGORIA_10,10,452.03,19,PIX,CIDADE_30,UF22,PAGO
670,2025-11-27,CLIENTE_0670,PRODUTO_131,CATEGORIA_11,1,453.40,20,BOLETO,CIDADE_31,UF23,PENDENTE
671,2026-12-28,CLIENTE_0671,PRODUTO_132,CATEGORIA_12,2,454.77,21,CARTAO_DEBITO,CIDADE_32,UF24,CANCELADO
672,2024-01-01,CLIENTE_0672,PRODUTO_133,CATEGORIA_01,3,456.14,22,CARTAO_CREDITO,CIDADE_33,UF25,PAGO
673,2025-02-02,CLIENTE_0673,PRODUTO_134,CATEGORIA_02,4,457.51,23,PIX,CIDADE_34,UF26,PENDENTE
674,2026-03-03,CLIENTE_0674,PRODUTO_135,CATEGORIA_03,5,458.88,24,BOLETO,CIDADE_35,UF27,CANCELADO
675,2024-04-04,CLIENTE_0675,PRODUTO_136,CATEGORIA_04,6,460.25,0,CARTAO_DEBITO,CIDADE_36,UF01,PAGO
676,2025-05-05,CLIENTE_0676,PRODUTO_137,CATEGORIA_05,7,461.62,1,CARTAO_CREDITO,CIDADE_37,UF02,PENDENTE
677,2026-06-06,CLIENTE_0677,PRODUTO_138,CATEGORIA_06,8,462.99,2,PIX,CIDADE_38,UF03,CANCELADO
678,2024-07-07,CLIENTE_0678,PRODUTO_139,CATEGORIA_07,9,464.36,3,BOLETO,CIDADE_39,UF04,PAGO
679,2025-08-08,CLIENTE_0679,PRODUTO_140,CATEGORIA_08,10,465.73,4,CARTAO_DEBITO,CIDADE_40,UF05,PENDENTE
680,2026-09-09,CLIENTE_0680,PRODUTO_141,CATEGORIA_09,1,467.10,5,CARTAO_CREDITO,CIDADE_01,UF06,CANCELADO
681,2024-10-10,CLIENTE_0681,PRODUTO_142,CATEGORIA_10,2,468.47,6,PIX,CIDADE_02,UF07,PAGO
682,2025-11-11,CLIENTE_0682,PRODUTO_143,CATEGORIA_11,3,469.84,7,BOLETO,CIDADE_03,UF08,PENDENTE
683,2026-12-12,CLIENTE_0683,PRODUTO_144,CATEGORIA_12,4,471.21,8,CARTAO_DEBITO,CIDADE_04,UF09,CANCELADO
684,2024-01-13,CLIENTE_0684,PRODUTO_145,CATEGORIA_01,5,472.58,9,CARTAO_CREDITO,CIDADE_05,UF10,PAGO
685,2025-02-14,CLIENTE_0685,PRODUTO_146,CATEGORIA_02,6,473.95,10,PIX,CIDADE_06,UF11,PENDENTE
686,2026-03-15,CLIENTE_0686,PRODUTO_147,CATEGORIA_03,7,475.32,11,BOLETO,CIDADE_07,UF12,CANCELADO
687,2024-04-16,CLIENTE_0687,PRODUTO_148,CATEGORIA_04,8,476.69,12,CARTAO_DEBITO,CIDADE_08,UF13,PAGO
688,2025-05-17,CLIENTE_0688,PRODUTO_149,CATEGORIA_05,9,478.06,13,CARTAO_CREDITO,CIDADE_09,UF14,PENDENTE
689,2026-06-18,CLIENTE_0689,PRODUTO_150,CATEGORIA_06,10,479.43,14,PIX,CIDADE_10,UF15,CANCELADO
690,2024-07-19,CLIENTE_0690,PRODUTO_151,CATEGORIA_07,1,480.80,15,BOLETO,CIDADE_11,UF16,PAGO
691,2025-08-20,CLIENTE_0691,PRODUTO_152,CATEGORIA_08,2,482.17,16,CARTAO_DEBITO,CIDADE_12,UF17,PENDENTE
692,2026-09-21,CLIENTE_0692,PRODUTO_153,CATEGORIA_09,3,483.54,17,CARTAO_CREDITO,CIDADE_13,UF18,CANCELADO
693,2024-10-22,CLIENTE_0693,PRODUTO_154,CATEGORIA_10,4,484.91,18,PIX,CIDADE_14,UF19,PAGO
694,2025-11-23,CLIENTE_0694,PRODUTO_155,CATEGORIA_11,5,486.28,19,BOLETO,CIDADE_15,UF20,PENDENTE
695,2026-12-24,CLIENTE_0695,PRODUTO_156,CATEGORIA_12,6,487.65,20,CARTAO_DEBITO,CIDADE_16,UF21,CANCELADO
696,2024-01-25,CLIENTE_0696,PRODUTO_157,CATEGORIA_01,7,489.02,21,CARTAO_CREDITO,CIDADE_17,UF22,PAGO
697,2025-02-26,CLIENTE_0697,PRODUTO_158,CATEGORIA_02,8,490.39,22,PIX,CIDADE_18,UF23,PENDENTE
698,2026-03-27,CLIENTE_0698,PRODUTO_159,CATEGORIA_03,9,491.76,23,BOLETO,CIDADE_19,UF24,CANCELADO
699,2024-04-28,CLIENTE_0699,PRODUTO_160,CATEGORIA_04,10,493.13,24,CARTAO_DEBITO,CIDADE_20,UF25,PAGO
700,2025-05-01,CLIENTE_0700,PRODUTO_161,CATEGORIA_05,1,15.00,0,CARTAO_CREDITO,CIDADE_21,UF26,PENDENTE
701,2026-06-02,CLIENTE_0701,PRODUTO_162,CATEGORIA_06,2,16.37,1,PIX,CIDADE_22,UF27,CANCELADO
702,2024-07-03,CLIENTE_0702,PRODUTO_163,CATEGORIA_07,3,17.74,2,BOLETO,CIDADE_23,UF01,PAGO
703,2025-08-04,CLIENTE_0703,PRODUTO_164,CATEGORIA_08,4,19.11,3,CARTAO_DEBITO,CIDADE_24,UF02,PENDENTE
704,2026-09-05,CLIENTE_0704,PRODUTO_165,CATEGORIA_09,5,20.48,4,CARTAO_CREDITO,CIDADE_25,UF03,CANCELADO
705,2024-10-06,CLIENTE_0705,PRODUTO_166,CATEGORIA_10,6,21.85,5,PIX,CIDADE_26,UF04,PAGO
706,2025-11-07,CLIENTE_0706,PRODUTO_167,CATEGORIA_11,7,23.22,6,BOLETO,CIDADE_27,UF05,PENDENTE
707,2026-12-08,CLIENTE_0707,PRODUTO_168,CATEGORIA_12,8,24.59,7,CARTAO_DEBITO,CIDADE_28,UF06,CANCELADO
708,2024-01-09,CLIENTE_0708,PRODUTO_169,CATEGORIA_01,9,25.96,8,CARTAO_CREDITO,CIDADE_29,UF07,PAGO
709,2025-02-10,CLIENTE_0709,PRODUTO_170,CATEGORIA_02,10,27.33,9,PIX,CIDADE_30,UF08,PENDENTE
710,2026-03-11,CLIENTE_0710,PRODUTO_171,CATEGORIA_03,1,28.70,10,BOLETO,CIDADE_31,UF09,CANCELADO
711,2024-04-12,CLIENTE_0711,PRODUTO_172,CATEGORIA_04,2,30.07,11,CARTAO_DEBITO,CIDADE_32,UF10,PAGO
712,2025-05-13,CLIENTE_0712,PRODUTO_173,CATEGORIA_05,3,31.44,12,CARTAO_CREDITO,CIDADE_33,UF11,PENDENTE
713,2026-06-14,CLIENTE_0713,PRODUTO_174,CATEGORIA_06,4,32.81,13,PIX,CIDADE_34,UF12,CANCELADO
714,2024-07-15,CLIENTE_0714,PRODUTO_175,CATEGORIA_07,5,34.18,14,BOLETO,CIDADE_35,UF13,PAGO
715,2025-08-16,CLIENTE_0715,PRODUTO_176,CATEGORIA_08,6,35.55,15,CARTAO_DEBITO,CIDADE_36,UF14,PENDENTE
716,2026-09-17,CLIENTE_0716,PRODUTO_177,CATEGORIA_09,7,36.92,16,CARTAO_CREDITO,CIDADE_37,UF15,CANCELADO
717,2024-10-18,CLIENTE_0717,PRODUTO_178,CATEGORIA_10,8,38.29,17,PIX,CIDADE_38,UF16,PAGO
718,2025-11-19,CLIENTE_0718,PRODUTO_179,CATEGORIA_11,9,39.66,18,BOLETO,CIDADE_39,UF17,PENDENTE
719,2026-12-20,CLIENTE_0719,PRODUTO_180,CATEGORIA_12,10,41.03,19,CARTAO_DEBITO,CIDADE_40,UF18,CANCELADO
720,2024-01-21,CLIENTE_0720,PRODUTO_001,CATEGORIA_01,1,42.40,20,CARTAO_CREDITO,CIDADE_01,UF19,PAGO
721,2025-02-22,CLIENTE_0721,PRODUTO_002,CATEGORIA_02,2,43.77,21,PIX,CIDADE_02,UF20,PENDENTE
722,2026-03-23,CLIENTE_0722,PRODUTO_003,CATEGORIA_03,3,45.14,22,BOLETO,CIDADE_03,UF21,CANCELADO
723,2024-04-24,CLIENTE_0723,PRODUTO_004,CATEGORIA_04,4,46.51,23,CARTAO_DEBITO,CIDADE_04,UF22,PAGO
724,2025-05-25,CLIENTE_0724,PRODUTO_005,CATEGORIA_05,5,47.88,24,CARTAO_CREDITO,CIDADE_05,UF23,PENDENTE
725,2026-06-26,CLIENTE_0725,PRODUTO_006,CATEGORIA_06,6,49.25,0,PIX,CIDADE_06,UF24,CANCELADO
726,2024-07-27,CLIENTE_0726,PRODUTO_007,CATEGORIA_07,7,50.62,1,BOLETO,CIDADE_07,UF25,PAGO
727,2025-08-28,CLIENTE_0727,PRODUTO_008,CATEGORIA_08,8,51.99,2,CARTAO_DEBITO,CIDADE_08,UF26,PENDENTE
728,2026-09-01,CLIENTE_0728,PRODUTO_009,CATEGORIA_09,9,53.36,3,CARTAO_CREDITO,CIDADE_09,UF27,CANCELADO
729,2024-10-02,CLIENTE_0729,PRODUTO_010,CATEGORIA_10,10,54.73,4,PIX,CIDADE_10,UF01,PAGO
730,2025-11-03,CLIENTE_0730,PRODUTO_011,CATEGORIA_11,1,56.10,5,BOLETO,CIDADE_11,UF02,PENDENTE
731,2026-12-04,CLIENTE_0731,PRODUTO_012,CATEGORIA_12,2,57.47,6,CARTAO_DEBITO,CIDADE_12,UF03,CANCELADO
732,2024-01-05,CLIENTE_0732,PRODUTO_013,CATEGORIA_01,3,58.84,7,CARTAO_CREDITO,CIDADE_13,UF04,PAGO
733,2025-02-06,CLIENTE_0733,PRODUTO_014,CATEGORIA_02,4,60.21,8,PIX,CIDADE_14,UF05,PENDENTE
734,2026-03-07,CLIENTE_0734,PRODUTO_015,CATEGORIA_03,5,61.58,9,BOLETO,CIDADE_15,UF06,CANCELADO
735,2024-04-08,CLIENTE_0735,PRODUTO_016,CATEGORIA_04,6,62.95,10,CARTAO_DEBITO,CIDADE_16,UF07,PAGO
736,2025-05-09,CLIENTE_0736,PRODUTO_017,CATEGORIA_05,7,64.32,11,CARTAO_CREDITO,CIDADE_17,UF08,PENDENTE
737,2026-06-10,CLIENTE_0737,PRODUTO_018,CATEGORIA_06,8,65.69,12,PIX,CIDADE_18,UF09,CANCELADO
738,2024-07-11,CLIENTE_0738,PRODUTO_019,CATEGORIA_07,9,67.06,13,BOLETO,CIDADE_19,UF10,PAGO
739,2025-08-12,CLIENTE_0739,PRODUTO_020,CATEGORIA_08,10,68.43,14,CARTAO_DEBITO,CIDADE_20,UF11,PENDENTE
740,2026-09-13,CLIENTE_0740,PRODUTO_021,CATEGORIA_09,1,69.80,15,CARTAO_CREDITO,CIDADE_21,UF12,CANCELADO
741,2024-10-14,CLIENTE_0741,PRODUTO_022,CATEGORIA_10,2,71.17,16,PIX,CIDADE_22,UF13,PAGO
742,2025-11-15,CLIENTE_0742,PRODUTO_023,CATEGORIA_11,3,72.54,17,BOLETO,CIDADE_23,UF14,PENDENTE
743,2026-12-16,CLIENTE_0743,PRODUTO_024,CATEGORIA_12,4,73.91,18,CARTAO_DEBITO,CIDADE_24,UF15,CANCELADO
744,2024-01-17,CLIENTE_0744,PRODUTO_025,CATEGORIA_01,5,75.28,19,CARTAO_CREDITO,CIDADE_25,UF16,PAGO
745,2025-02-18,CLIENTE_0745,PRODUTO_026,CATEGORIA_02,6,76.65,20,PIX,CIDADE_26,UF17,PENDENTE
746,2026-03-19,CLIENTE_0746,PRODUTO_027,CATEGORIA_03,7,78.02,21,BOLETO,CIDADE_27,UF18,CANCELADO
747,2024-04-20,CLIENTE_0747,PRODUTO_028,CATEGORIA_04,8,79.39,22,CARTAO_DEBITO,CIDADE_28,UF19,PAGO
748,2025-05-21,CLIENTE_0748,PRODUTO_029,CATEGORIA_05,9,80.76,23,CARTAO_CREDITO,CIDADE_29,UF20,PENDENTE
749,2026-06-22,CLIENTE_0749,PRODUTO_030,CATEGORIA_06,10,82.13,24,PIX,CIDADE_30,UF21,CANCELADO
750,2024-07-23,CLIENTE_0750,PRODUTO_031,CATEGORIA_07,1,83.50,0,BOLETO,CIDADE_31,UF22,PAGO
751,2025-08-24,CLIENTE_0751,PRODUTO_032,CATEGORIA_08,2,84.87,1,CARTAO_DEBITO,CIDADE_32,UF23,PENDENTE
752,2026-09-25,CLIENTE_0752,PRODUTO_033,CATEGORIA_09,3,86.24,2,CARTAO_CREDITO,CIDADE_33,UF24,CANCELADO
753,2024-10-26,CLIENTE_0753,PRODUTO_034,CATEGORIA_10,4,87.61,3,PIX,CIDADE_34,UF25,PAGO
754,2025-11-27,CLIENTE_0754,PRODUTO_035,CATEGORIA_11,5,88.98,4,BOLETO,CIDADE_35,UF26,PENDENTE
755,2026-12-28,CLIENTE_0755,PRODUTO_036,CATEGORIA_12,6,90.35,5,CARTAO_DEBITO,CIDADE_36,UF27,CANCELADO
756,2024-01-01,CLIENTE_0756,PRODUTO_037,CATEGORIA_01,7,91.72,6,CARTAO_CREDITO,CIDADE_37,UF01,PAGO
757,2025-02-02,CLIENTE_0757,PRODUTO_038,CATEGORIA_02,8,93.09,7,PIX,CIDADE_38,UF02,PENDENTE
758,2026-03-03,CLIENTE_0758,PRODUTO_039,CATEGORIA_03,9,94.46,8,BOLETO,CIDADE_39,UF03,CANCELADO
759,2024-04-04,CLIENTE_0759,PRODUTO_040,CATEGORIA_04,10,95.83,9,CARTAO_DEBITO,CIDADE_40,UF04,PAGO
